Area,RoomFloor,TopFloor,Price,Address,RoomArea,KitchenArea,BuildDate,BathroomNum,BathroomType,BalconyNum,BalconyType,Repair,TypeofBuilding,TypeofMaterial,Heating,GasSupply
46,4,9,2550000,"Калининградская область, Калининград, р-н Центральный, улица Ломоносова",,,2015,1, совмещенный,1, лоджия,Косметический,Панельный,,,
33,1,5,2100000,"Калининградская область, Калининград, р-н Центральный, Комсомольская улица",,,1980,1, совмещенный,1, балкон,Косметический,Кирпичный,,,
38.1,4,8,2460000,"Калининградская область, Калининград, р-н Центральный, улица Карташева, 46А",18.3,9.6,2016,1, совмещенный,1, лоджия,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
40.7,4,9,2500000,"Калининградская область, Калининград, р-н Центральный, Новгородская улица",,,2015,1, раздельный,1, лоджия,Евроремонт,Монолитный,,,
37,5,5,1650000,"Калининградская область, Калининград, р-н Центральный, Советский проспект",,,1980,,,,,Косметический,,,,
31,3,3,2700000,"Калининградская область, Калининград, р-н Центральный, Зоологическая улица, 53",15,8.4,1945,1, раздельный,,,Косметический,Кирпичный,Смешанные,Центральное,Центральное
38.41,7,8,2699000,"Калининградская область, Калининград, р-н Центральный, Красносельская улица, 57",,,2020,,,,,,,,,
24,5,5,1400000,"Калининградская область, Калининград, р-н Центральный, Красная улица",,,1972,1, совмещенный,1, балкон,Евроремонт,Кирпичный,,,
33,5,5,2860000,"Калининградская область, Калининград, р-н Центральный, Зоологическая улица, 11Б",17,6,1980,1, раздельный,1, балкон,Косметический,,,,
38,1,3,2860000,"Калининградская область, Калининград, р-н Центральный, улица Дмитрия Донского, 50",,,1991,1, совмещенный,,,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
48.8,4,6,2990000,"Калининградская область, Калининград, р-н Центральный, улица Добролюбова",,,2011,1, совмещенный,1, лоджия,Евроремонт,,,,
29,3,3,1900000,"Калининградская область, Калининград, р-н Центральный, улица Космонавта Леонова",19,7.5,1945,,,,,Косметический,Кирпичный,,,
29,4,5,2100000,"Калининградская область, Калининград, р-н Центральный, улица Чайковского",,,,,,,,Косметический,,,,
33,2,4,1600000,"Калининградская область, Калининград, р-н Центральный, Советский проспект",,,,1, совмещенный,1, балкон,Косметический,,,,
73,4,4,4500000,"Калининградская область, Калининград, р-н Центральный, улица Ватутина, 22",17,10,,1, совмещенный,1, балкон,Без ремонта,,,,
33,5,5,1900000,"Калининградская область, Калининград, р-н Центральный, улица Чекистов, 56",,6,,1, раздельный,1, балкон,Косметический,,,,
36.3,6,17,2500000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2013,1, совмещенный,1, балкон,Косметический,Блочный,,,
39,5,5,2750000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова, 3",16,14,2011,1, совмещенный,1, балкон,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
45.9,4,6,2950000,"Калининградская область, Калининград, р-н Центральный, улица Маршала Борзова, 97",19,10.2,1990,,,,,Евроремонт,Панельный,Железобетонные,Центральное,Центральное
38.6,2,4,2550000,"Калининградская область, Калининград, р-н Центральный, Бассейная улица, 59А",14.5,15.4,,1, совмещенный,1, балкон,Без ремонта,,,,
40,1,7,2455000,"Калининградская область, Калининград, р-н Центральный, проспект Победы, 106",19,11,2016,1, совмещенный,,,Косметический,Кирпичный,Железобетонные,,
30,5,5,2400000,"Калининградская область, Калининград, р-н Центральный, улица Чайковского, 26",,,1969,1, раздельный,1, балкон,,Кирпичный,Железобетонные,Центральное,Центральное
32.4,1,3,1550000,"Калининградская область, Калининград, р-н Центральный, проспект Победы",,,,,,,,Косметический,,,,
41,4,7,3350000,"Калининградская область, Калининград, р-н Центральный, Воздушный переулок",,,2019,1, совмещенный,1, лоджия,Дизайнерский,Кирпичный,,,
47.06,1,4,4900000,"Калининградская область, Калининград, р-н Центральный, улица Марата, 5",18.2,13.1,2016,1, совмещенный,1, балкон,Евроремонт,,,,
49.2,2,13,2850000,"Калининградская область, Калининград, р-н Центральный, Красная улица",,,2015,1, совмещенный,1, лоджия,Евроремонт,Кирпичный,,,
37,2,9,2770000,"Калининградская область, Калининград, р-н Центральный, улица Каблукова, 11А",16,9,,1, совмещенный,1, балкон,Евроремонт,,,,
48.9,2,6,5200000,"Калининградская область, Калининград, р-н Центральный, улица Космонавта Пацаева, 6А",18.3,13.1,2018,1, совмещенный,1, балкон,Без ремонта,,,,
30.3,2,3,2500000,"Калининградская область, Калининград, р-н Центральный, Комсомольская улица, 82А",18.7,4.9,1945,1, совмещенный,,,Косметический,,,,
40,1,5,1900000,"Калининградская область, Калининград, р-н Центральный, улица Чекистов",,,,1, раздельный,1, лоджия,Косметический,,,,
31.3,1,5,1450000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова, 61",16.2,6.8,1979,1, совмещенный,,,Косметический,Блочный,Железобетонные,Центральное,Центральное
40.3,7,8,3150000,"Калининградская область, Калининград, р-н Центральный, улица Добролюбова",,,2014,1, совмещенный,1, лоджия,Евроремонт,Монолитный,,,
35,1,4,2580000,"Калининградская область, Калининград, р-н Центральный, улица Сержанта Мишина",,,2019,1, совмещенный,1, лоджия,Евроремонт,Кирпичный,,,
38,4,7,2450000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Лукашова",,,,,,,,Евроремонт,,,,
43,1,3,2900000,"Калининградская область, Калининград, р-н Центральный, улица Ломоносова",,,,,,,,Евроремонт,,,,
30,2,2,1750000,"Калининградская область, Калининград, р-н Центральный, Окуловская улица, 21",18,7,1971,1, совмещенный,,,Косметический,,,,
26,1,3,2100000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Лукашова",10,8.5,2016,1, совмещенный,,,Косметический,Кирпичный,,,
46,4,6,2900000,"Калининградская область, Калининград, р-н Центральный, улица Добролюбова",,,2011,1, совмещенный,,,Евроремонт,,,,
30.5,3,5,1850000,"Калининградская область, Калининград, р-н Центральный, улица Менделеева, 4",,,1994,1, раздельный,1, балкон,Косметический,,,,
40,11,16,2850000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 171",20,11,2013,1, раздельный,1, балкон,Косметический,Блочный,Железобетонные,Центральное,
41,3,9,3200000,"Калининградская область, Калининград, р-н Центральный, улица Добролюбова, 46",17.2,8.9,2015,1, совмещенный,1, лоджия,Косметический,Кирпичный,Железобетонные,,
26,1,1,2980000,"Калининградская область, Калининград, р-н Центральный, Курганская улица, 6",13.1,6.6,1945,1, раздельный,,,Без ремонта,,,,
40.8,6,6,3100000,"Калининградская область, Калининград, р-н Центральный, Старорусская улица, 29",17.4,9.4,2019,1, раздельный,1, балкон,,,,,
43,2,6,3250000,"Калининградская область, Калининград, р-н Центральный, Старорусская улица, 29",18,13.7,,,,,,,,,,
35,2,5,2650000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова",,,2011,1, совмещенный,1, лоджия,Евроремонт,Кирпичный,,,
30,1,5,2100000,"Калининградская область, Калининград, р-н Центральный, Нарвская улица, 31",16,7,1980,,,,,Косметический,,,,
42,3,16,2550000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 171",,,2013,1, совмещенный,1, лоджия,Евроремонт,Блочный,Железобетонные,Центральное,
32,1,5,2100000,"Калининградская область, Калининград, р-н Центральный, улица Кирова, 89",18.1,6,1980,,,,,,Блочный,Железобетонные,Центральное,Центральное
40,1,4,1900000,"Калининградская область, Калининград, р-н Центральный, Советский проспект, 102",,,1945,,,,,Без ремонта,Кирпичный,Смешанные,Автономная котельная,Центральное
42,12,16,2600000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2012,1, совмещенный,1," балкон, ",Евроремонт,Блочный,,,
39,1,9,2200000,"Калининградская область, Калининград, р-н Центральный, улица Карташева, 12",18,9,2014,1, совмещенный,1, лоджия,Евроремонт,Кирпичный,Железобетонные,Котел/Квартирное отопление,Автономное
41,5,5,2500000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова",,,2011,1, совмещенный,1, балкон,Косметический,Кирпичный,,,
42,4,9,2500000,"Калининградская область, Калининград, р-н Центральный, Новгородская улица",,,2015,,,1, лоджия,Косметический,Монолитный,,,
40.4,4,6,3200000,"Калининградская область, Калининград, р-н Центральный, Старорусская улица, 29",18,11,2019,,,1, балкон,Евроремонт,,,,
34.2,4,4,2550000,"Калининградская область, Калининград, р-н Центральный, Юношеская улица, 10",,7.3,1945,1, совмещенный,,,Косметический,Кирпичный,Смешанные,Центральное,Центральное
30,3,5,2490000,"Калининградская область, Калининград, р-н Центральный, улица Кирова, 61",16,,,1, совмещенный,,,Евроремонт,,,,
50,4,4,4900000,"Калининградская область, Калининград, р-н Центральный, Коломенская улица, 1",17,20,2012,,,,,Косметический,,,,
43,1,3,3050000,"Калининградская область, Калининград, р-н Центральный, улица Ломоносова, 88А",16.3,10.7,,1, совмещенный,1, балкон,Евроремонт,,,,
35,3,4,1700000,"Калининградская область, Калининград, р-н Центральный, Вагоностроительная улица",,,1945,,,,,Косметический,Кирпичный,,,
30,3,5,2420000,"Калининградская область, Калининград, р-н Центральный, улица Кирова",17,,,1, совмещенный,,,Косметический,Кирпичный,,,
42,2,4,2600000,"Калининградская область, Калининград, р-н Центральный, улица Чайковского",,,1945,,,,,Косметический,Кирпичный,,,
43.1,6,7,3300000,"Калининградская область, Калининград, р-н Центральный, проспект Мира",,8,,1, совмещенный,1, лоджия,Косметический,,,,
30,2,2,1750000,"Калининградская область, Калининград, р-н Центральный, Окуловская улица, 21",,,,1, раздельный,1, балкон,Косметический,,,,
46.8,1,5,3050000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова, 107",18,16.7,2007,1, раздельный,2, лоджии,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
40.3,7,8,3270000,"Калининградская область, Калининград, р-н Центральный, улица Добролюбова, 37",18.6,10,2016,1, совмещенный,1, балкон,,,,,
40,1,6,2455000,"Калининградская область, Калининград, р-н Центральный, проспект Победы",,10,2016,1, совмещенный,,,Косметический,Кирпичный,,,
29,1,5,1850000,"Калининградская область, Калининград, р-н Центральный, улица Чкалова",,,1970,1, совмещенный,,,Косметический,,,,
30,3,3,2800000,"Калининградская область, Калининград, р-н Центральный, Зоологическая улица",,,,,,,,Косметический,,,,
40.6,4,4,2300000,"Калининградская область, Калининград, р-н Центральный, улица Маршала Борзова, 58Б",17.5,11,1971,1, совмещенный,,,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
35.4,1,4,3100000,"Калининградская область, Калининград, р-н Центральный, улица Ломоносова, 93",17.6,10,,1, совмещенный,,,Евроремонт,,,,
43,6,16,2650000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2012,1, совмещенный,1, лоджия,Косметический,Блочный,,,
44,6,7,3200000,"Калининградская область, Калининград, р-н Центральный, улица Белинского, 42",18.4,,2009,1, совмещенный,,,Евроремонт,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
38.6,10,16,2700000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2013,1, совмещенный,1, лоджия,Косметический,Монолитный,,,
52.6,3,5,2760000,"Калининградская область, Калининград, р-н Центральный, улица Белинского, 61А",32.2,9.1,2004,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
35,4,5,2300000,"Калининградская область, Калининград, р-н Центральный, улица Лейтенанта Яналова",,,,,,1, балкон,Косметический,,,,
54,3,7,2730000,"Калининградская область, Калининград, р-н Центральный, улица Белинского",,,2004,1, совмещенный,1, балкон,Косметический,Кирпичный,,,
31.9,1,5,2100000,"Калининградская область, Калининград, р-н Центральный, улица Кирова, 89",18.1,6,1970,1, раздельный,1, балкон,Косметический,Блочный,Железобетонные,Центральное,Центральное
45,8,9,4900000,"Калининградская область, Калининград, р-н Центральный, Советский проспект, 43",20.7,10,2012,1, совмещенный,1, балкон,Евроремонт,,Смешанные,Котел/Квартирное отопление,Центральное
40,1,5,2400000,"Калининградская область, Калининград, р-н Центральный, улица Георгия Димитрова",20,10,1982,1, раздельный,1, балкон,Косметический,Блочный,,,
45.3,3,4,3941100,"Калининградская область, Калининград, р-н Центральный, улица Ватутина, 22",19.8,11,,1, совмещенный,1, лоджия,Без ремонта,,,,
38.3,4,7,2450000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Лукашова",,,2015,1, совмещенный,1, балкон,Косметический,,,,
32,4,5,2000000,"Калининградская область, Калининград, р-н Центральный, улица Чекистов",,7,,1, совмещенный,1, лоджия,Косметический,,,,
42,3,9,2760000,"Калининградская область, Калининград, р-н Центральный, Новгородская улица, 3",,,,1, раздельный,1, балкон,Без ремонта,,,,
30.6,1,2,2300000,"Калининградская область, Калининград, р-н Центральный, Саратовская улица, 49",17.3,7.9,1961,1, совмещенный,,,Косметический,Кирпичный,Смешанные,Автономная котельная,Центральное
33,1,4,2700000,"Калининградская область, Калининград, р-н Центральный, улица Генерал-лейтенанта Озерова",,,1945,1, совмещенный,,,Дизайнерский,Кирпичный,,,
30,3,5,2560000,"Калининградская область, Калининград, р-н Центральный, улица Кирова, 61",,,,1, раздельный,1, балкон,Косметический,,,,
36,2,4,2550000,"Калининградская область, Калининград, р-н Центральный, улица Репина",,,1963,1, совмещенный,1, балкон,Косметический,Блочный,,,
36,6,16,2800000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 169",16,9,2012,1, совмещенный,1, лоджия,Евроремонт,Блочный,Железобетонные,Центральное,
53.9,2,5,5875100,"Калининградская область, Калининград, р-н Центральный, улица Пушкина, 7",22.2,,,1, совмещенный,,,Без ремонта,,,,
45,5,9,2740000,"Калининградская область, Калининград, р-н Центральный, Балтийское шоссе, 106А",19,13,2012,1, совмещенный,1, лоджия,Евроремонт,Панельный,Железобетонные,Котел/Квартирное отопление,Автономное
38,3,4,1950000,"Калининградская область, Калининград, р-н Центральный, Вагоностроительная улица, 33",20,8,1945,1, совмещенный,,,Косметический,,,,
30,2,3,2300000,"Калининградская область, Калининград, р-н Центральный, Комсомольская улица",18,,1945,1, совмещенный,,,Косметический,Кирпичный,,,
30.6,1,2,2300000,"Калининградская область, Калининград, р-н Центральный, Саратовская улица, 49",17.3,7.9,1961,1, раздельный,1, балкон,Косметический,Кирпичный,Смешанные,Автономная котельная,Центральное
39,4,16,3200000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",18,10,2013,1, совмещенный,1, балкон,Евроремонт,Блочный,,,
40,9,9,3600000,"Калининградская область, Калининград, р-н Центральный, Советский проспект",19,10,2019,1, совмещенный,1, лоджия,Косметический,Кирпичный,,,
32,5,5,2000000,"Калининградская область, Калининград, р-н Центральный, улица Сержанта Мишина, 8",18,6.3,1983,1, совмещенный,1, лоджия,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
42,5,9,2990000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,,,,1, лоджия,Косметический,,,,
30,1,5,1500000,"Калининградская область, Калининград, р-н Центральный, Вагоностроительная улица",,,,,,,,Косметический,,,,
20.9,3,5,1350000,"Калининградская область, Калининград, р-н Центральный, улица Маршала Борзова, 56",,,1970,1, раздельный,1, балкон,Косметический,,,,
35,5,5,1650000,"Калининградская область, Калининград, р-н Центральный, Советский проспект, 202",,13,1980,1, совмещенный,,,Косметический,,,,
29,3,5,1440000,"Калининградская область, Калининград, р-н Центральный, Алданская улица, 22",15.3,6.7,1986,1, совмещенный,1, балкон,Косметический,Панельный,Железобетонные,Центральное,Центральное
41,4,10,3650000,"Калининградская область, Калининград, р-н Центральный, Комсомольская улица, 85",18,11,2011,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Центральное,Автономное
40.6,16,16,3050000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 169",20,11,2012,1, совмещенный,1, лоджия,Дизайнерский,Блочный,Железобетонные,Центральное,
73.28,1,16,4300000,"Калининградская область, Калининград, р-н Центральный, Советский проспект, 81к2",36.7,18.3,2019,1, раздельный,1, лоджия,,,,,
47,5,7,3150000,"Калининградская область, Калининград, р-н Центральный, улица Белинского, 44",18.4,11.1,2010,,,,,Косметический,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
34,1,2,2200000,"Калининградская область, Калининград, р-н Центральный, Светлая улица, 22",,,,,,,,Косметический,,,,
42,12,16,2550000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",18,10,2012,1, совмещенный,1, балкон,Косметический,Блочный,,,
32,5,5,2000000,"Калининградская область, Калининград, р-н Центральный, улица Сержанта Мишина, 8",17.7,6.3,1984,1, совмещенный,1, балкон,Косметический,Кирпичный,Железобетонные,Центральное,Центральное
41,5,8,3200000,"Калининградская область, Калининград, р-н Центральный, Бассейная улица",,,2012,,,,,Косметический,,,,
44,8,8,2631400,"Калининградская область, Калининград, р-н Центральный, Красносельская улица, 67Б",19,11.8,2020,,,,,Без ремонта,Кирпичный,Железобетонные,Центральное,Центральное
48.81,1,12,2600000,"Калининградская область, Калининград, р-н Центральный, Красная улица, 139В",20.1,12.7,2016,1, совмещенный,1, лоджия,Без ремонта,Кирпичный,Железобетонные,,
40.4,12,16,2600000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 169",19,10,2012,1, совмещенный,1, лоджия,Без ремонта,Блочный,Железобетонные,Центральное,
36.6,2,5,2600000,"Калининградская область, Калининград, р-н Центральный, улица Младшего лейтенанта Родителева, 16",18.1,7.3,1995,,,,,,,,,
48,4,4,2600000,"Калининградская область, Калининград, р-н Центральный, улица Радистов",,,1959,,,,,Косметический,,,,
39.6,7,9,2600000,"Калининградская область, Калининград, р-н Центральный, Новгородская улица, 7",14.1,8.7,2016,1, раздельный,1, балкон,Евроремонт,Монолитный,Железобетонные,Котел/Квартирное отопление,Центральное
42,7,8,2600000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Лукашова, 26",19,11,2017,1, раздельный,2, лоджии,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
40.6,4,4,2600000,"Калининградская область, Калининград, р-н Центральный, улица Маршала Борзова",,,1971,,,1, лоджия,Косметический,Кирпичный,,,
30,3,5,2600000,"Калининградская область, Калининград, р-н Центральный, улица Кирова",16,7,,,,,,Косметический,,,,
42,3,4,2600000,"Калининградская область, Калининград, р-н Центральный, улица Радистов",,,1959,1, совмещенный,,,Евроремонт,,,,
42,2,4,2600000,"Калининградская область, Калининград, р-н Центральный, улица Чайковского",,,1945,,,,,Косметический,Кирпичный,,,
38,1,5,2600000,"Калининградская область, Калининград, р-н Центральный, улица Карташева",,,1976,1, совмещенный,1, лоджия,Евроремонт,Блочный,,,
42,12,16,2600000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2012,1, совмещенный,1," балкон, ",Евроремонт,Блочный,,,
40,4,4,2600000,"Калининградская область, Калининград, р-н Центральный, Гостиная улица",,,1954,1, совмещенный,,,Косметический,,,,
48,4,4,2600000,"Калининградская область, Калининград, р-н Центральный, улица Радистов",,,2011,1, совмещенный,,,Евроремонт,Кирпичный,,,
50,4,13,2600000,"Калининградская область, Калининград, р-н Центральный, Красная улица",,,2016,1, совмещенный,1, лоджия,Евроремонт,Кирпичный,,,
42,2,4,2660000,"Калининградская область, Калининград, р-н Центральный, улица Чайковского, 46",23,8.1,1945,1, совмещенный,,,,Кирпичный,Смешанные,Центральное,Центральное
32.5,1,4,2670000,"Калининградская область, Калининград, р-н Центральный, улица Сержанта Мишина, 68А",16,11,2019,,,,,,,,,
38.41,7,8,2699000,"Калининградская область, Калининград, р-н Центральный, Красносельская улица, 57",,,2020,,,,,,,,,
32,1,5,2650000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Лукашова, 46",,9,2016,,,,,Косметический,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
40,2,16,2650000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 169",,,2012,1, раздельный,1, балкон,,Блочный,Железобетонные,Центральное,
39.2,10,16,2699000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея, 173",17.3,9.2,2013,1, совмещенный,1, лоджия,,Блочный,Железобетонные,Центральное,
42,2,4,2650000,"Калининградская область, Калининград, р-н Центральный, улица Чайковского, 46",23,8.1,1945,,,,,Евроремонт,Кирпичный,Смешанные,Центральное,Центральное
44,2,8,2650000,"Калининградская область, Калининград, р-н Центральный, Лужская улица",,,2014,1, совмещенный,,,Евроремонт,Кирпичный,,,
35,2,5,2650000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова",,,2011,1, совмещенный,1, лоджия,Евроремонт,Кирпичный,,,
39,14,16,2650000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2012,1, совмещенный,1, лоджия,Евроремонт,Блочный,,,
34,2,5,2650000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Беланова",,,2011,1, совмещенный,1, балкон,Евроремонт,Кирпичный,,,
32,2,3,2650000,"Калининградская область, Калининград, р-н Центральный, Комсомольская улица",,,1945,2, совмещенных,,,Косметический,Кирпичный,,,
31,1,5,2500000,"Калининградская область, Калининград, р-н Центральный, улица Генерал-лейтенанта Озерова, 16",,6,1965,1, совмещенный,,,,,,,
37,7,9,2750000,"Калининградская область, Калининград, р-н Центральный, улица Карташева, 48",,,2016,1, раздельный,1, балкон,Дизайнерский,Монолитный,Железобетонные,Котел/Квартирное отопление,Центральное
46.58,1,8,3049000,"Калининградская область, Калининград, р-н Центральный, Воздушный переулок, 6",18,13.1,2019,1, совмещенный,1, лоджия,Косметический,Кирпичный,,,
32,1,5,2700000,"Калининградская область, Калининград, р-н Центральный, Чкаловск мкр, улица Лукашова, 46",15,9,2016,1, совмещенный,1, балкон,,Кирпичный,Железобетонные,Котел/Квартирное отопление,Центральное
40,5,9,2990000,"Калининградская область, Калининград, р-н Центральный, улица Каштановая Аллея",,,2017,1, совмещенный,1, лоджия,Косметический,Кирпичный,,,
28,1,3,1700000,"Калининградская область, Калининград, р-н Центральный, Косогорная улица, 7",12,12,1940,,,,,Косметический,,,,
43,2,8,3300000,"Калининградская область, Калининград, р-н Центральный, Красносельская улица",,,2011,1, совмещенный,1, балкон,Евроремонт,Кирпичный,,,
37,8,9,2050000,"Калининградская область, Калининград, р-н Центральный, улица Каблукова",,,2018,,,,,Косметический,,,,
